,ctripid,expgroup,group,personid,week,quitjob,change_date,year_week
1915,S07257,1,1,7257,15.0,,,
1916,S07257,1,1,7257,16.0,,,
1917,S07257,1,1,7257,17.0,,,
1918,S07257,1,1,7257,18.0,,,
1919,S07257,1,1,7257,19.0,,,
1920,S07257,1,1,7257,20.0,,,
1921,S07257,1,1,7257,21.0,,,
1922,S07257,1,1,7257,22.0,,,
1923,S07257,1,1,7257,23.0,,,
1924,S07257,1,1,7257,24.0,,,
1925,S07257,1,1,7257,25.0,,,
1926,S07257,1,1,7257,26.0,,,
1927,S07257,1,1,7257,27.0,,,
1928,S07257,1,1,7257,28.0,,,
1929,S07257,1,1,7257,29.0,,,
1930,S07257,1,1,7257,30.0,,,
1931,S07257,1,1,7257,31.0,,,
1932,S07257,1,1,7257,32.0,,,
1933,S07257,1,1,7257,33.0,,,
1934,S07257,1,1,7257,34.0,,,
1935,S07257,1,1,7257,35.0,,,
1936,S07257,1,1,7257,36.0,,,
1937,S07257,1,1,7257,37.0,,,
1938,S07297,0,1,7297,0.0,,,
1939,S07297,0,1,7297,1.0,,,
1940,S07297,0,1,7297,2.0,,,
1941,S07297,0,1,7297,3.0,,,
1942,S07297,0,1,7297,4.0,,,
1943,S07297,0,1,7297,5.0,,,
1944,S07297,0,1,7297,6.0,,,
1945,S07297,0,1,7297,7.0,,,
1946,S07297,0,1,7297,8.0,,,
1947,S07297,0,1,7297,9.0,,,
1948,S07297,0,1,7297,10.0,,,
1949,S07297,0,1,7297,11.0,,,
1950,S07297,0,1,7297,12.0,,,
1951,S07297,0,1,7297,13.0,,,
1952,S07297,0,1,7297,14.0,,,
1953,S07297,0,1,7297,15.0,,,
1954,S07297,0,1,7297,16.0,,,
1955,S07297,0,1,7297,17.0,,,
1956,S07297,0,1,7297,18.0,,,
1957,S07297,0,1,7297,19.0,,,
1958,S07297,0,1,7297,20.0,,,
1959,S07297,0,1,7297,21.0,,,
1960,S07297,0,1,7297,22.0,,,
1961,S07297,0,1,7297,23.0,,,
1962,S07297,0,1,7297,24.0,,,
1963,S07297,0,1,7297,25.0,,,
1964,S07297,0,1,7297,26.0,,,
1965,S07297,0,1,7297,27.0,,,
1966,S07297,0,1,7297,28.0,,,
1967,S07297,0,1,7297,29.0,,,
1968,S07297,0,1,7297,30.0,,,
1969,S07297,0,1,7297,31.0,,,
1970,S07297,0,1,7297,32.0,,,
1971,S07297,0,1,7297,33.0,,,
1972,S07297,0,1,7297,34.0,,,
1973,S07297,0,1,7297,35.0,,,
1974,S07297,0,1,7297,36.0,,,
1975,S07297,0,1,7297,37.0,,,
1976,S07298,1,1,7298,0.0,,,
1977,S07298,1,1,7298,1.0,,,
1978,S07298,1,1,7298,2.0,,,
1979,S07298,1,1,7298,3.0,,,
1980,S07298,1,1,7298,4.0,,,
1981,S07298,1,1,7298,5.0,,,
1982,S07298,1,1,7298,6.0,,,
1983,S07298,1,1,7298,7.0,,,
1984,S07298,1,1,7298,8.0,,,
1985,S07298,1,1,7298,9.0,,,
1986,S07298,1,1,7298,10.0,,,
1987,S07298,1,1,7298,11.0,,,
1988,S07298,1,1,7298,12.0,,,
1989,S07298,1,1,7298,13.0,,,
1990,S07298,1,1,7298,14.0,,,
1991,S07298,1,1,7298,15.0,,,
1992,S07298,1,1,7298,16.0,,,
1993,S07298,1,1,7298,17.0,,,
1994,S07298,1,1,7298,18.0,,,
1995,S07298,1,1,7298,19.0,,,
1996,S07298,1,1,7298,20.0,,,
1997,S07298,1,1,7298,21.0,,,
1998,S07298,1,1,7298,22.0,,,
1999,S07298,1,1,7298,23.0,,,
2000,S07298,1,1,7298,24.0,,,
2001,S07298,1,1,7298,25.0,,,
2002,S07298,1,1,7298,26.0,,,
2003,S07298,1,1,7298,27.0,,,
2004,S07298,1,1,7298,28.0,,,
2005,S07298,1,1,7298,29.0,,,
2006,S07298,1,1,7298,30.0,,,
2007,S07298,1,1,7298,31.0,,,
2008,S07298,1,1,7298,32.0,,,
2009,S07298,1,1,7298,33.0,,,
2010,S07298,1,1,7298,34.0,,,
2011,S07298,1,1,7298,35.0,,,
2012,S07298,1,1,7298,36.0,,,
2013,S07298,1,1,7298,37.0,,,
2014,S07529,0,1,7529,0.0,,,
2015,S07529,0,1,7529,1.0,,,
2016,S07529,0,1,7529,2.0,,,
2017,S07529,0,1,7529,3.0,,,
2018,S07529,0,1,7529,4.0,,,
2019,S07529,0,1,7529,5.0,,,
2020,S07529,0,1,7529,6.0,,,
2021,S07529,0,1,7529,7.0,,,
2022,S07529,0,1,7529,8.0,,,
2023,S07529,0,1,7529,9.0,,,
2024,S07529,0,1,7529,10.0,,,
2025,S07529,0,1,7529,11.0,,,
2026,S07529,0,1,7529,12.0,,,
2027,S07529,0,1,7529,13.0,,,
2028,S07529,0,1,7529,14.0,,,
2029,S07529,0,1,7529,15.0,,,
2030,S07529,0,1,7529,16.0,1.0,18709.0,201112.0
2031,S07529,0,1,7529,17.0,,,
2032,S07529,0,1,7529,18.0,,,
2033,S07529,0,1,7529,19.0,,,
2034,S07529,0,1,7529,20.0,,,
2035,S07529,0,1,7529,21.0,,,
2036,S07529,0,1,7529,22.0,,,
2037,S07529,0,1,7529,23.0,,,
2038,S07529,0,1,7529,24.0,,,
2039,S07529,0,1,7529,25.0,,,
2040,S07529,0,1,7529,26.0,,,
2041,S07529,0,1,7529,27.0,,,
2042,S07529,0,1,7529,28.0,,,
2043,S07529,0,1,7529,29.0,,,
2044,S07529,0,1,7529,30.0,,,
2045,S07529,0,1,7529,31.0,,,
2046,S07529,0,1,7529,32.0,,,
2047,S07529,0,1,7529,33.0,,,
2048,S07529,0,1,7529,34.0,,,
2049,S07529,0,1,7529,35.0,,,
2050,S07529,0,1,7529,36.0,,,
2051,S07529,0,1,7529,37.0,,,
2052,S07580,0,1,7580,0.0,,,
2053,S07580,0,1,7580,1.0,,,
2054,S07580,0,1,7580,2.0,,,
2055,S07580,0,1,7580,3.0,,,
2056,S07580,0,1,7580,4.0,,,
2057,S07580,0,1,7580,5.0,,,
2058,S07580,0,1,7580,6.0,,,
2059,S07580,0,1,7580,7.0,,,
2060,S07580,0,1,7580,8.0,,,
2061,S07580,0,1,7580,9.0,,,
2062,S07580,0,1,7580,10.0,,,
2063,S07580,0,1,7580,11.0,,,
2064,S07580,0,1,7580,12.0,,,
2065,S07580,0,1,7580,13.0,,,
2066,S07580,0,1,7580,14.0,,,
2067,S07580,0,1,7580,15.0,,,
2068,S07580,0,1,7580,16.0,,,
2069,S07580,0,1,7580,17.0,,,
2070,S07580,0,1,7580,18.0,,,
2071,S07580,0,1,7580,19.0,,,
2072,S07580,0,1,7580,20.0,,,
2073,S07580,0,1,7580,21.0,,,
2074,S07580,0,1,7580,22.0,,,
2075,S07580,0,1,7580,23.0,,,
2076,S07580,0,1,7580,24.0,,,
2077,S07580,0,1,7580,25.0,,,
2078,S07580,0,1,7580,26.0,,,
2079,S07580,0,1,7580,27.0,,,
2080,S07580,0,1,7580,28.0,,,
2081,S07580,0,1,7580,29.0,,,
2082,S07580,0,1,7580,30.0,,,
2083,S07580,0,1,7580,31.0,,,
2084,S07580,0,1,7580,32.0,,,
2085,S07580,0,1,7580,33.0,,,
2086,S07580,0,1,7580,34.0,,,
2087,S07580,0,1,7580,35.0,,,
2088,S07580,0,1,7580,36.0,,,
2089,S07580,0,1,7580,37.0,,,
2090,S07586,0,2,7586,0.0,,,
2091,S07586,0,2,7586,1.0,,,
2092,S07586,0,2,7586,2.0,,,
2093,S07586,0,2,7586,3.0,,,
2094,S07586,0,2,7586,4.0,,,
2095,S07586,0,2,7586,5.0,,,
2096,S07586,0,2,7586,6.0,,,
2097,S07586,0,2,7586,7.0,,,
2098,S07586,0,2,7586,8.0,,,
2099,S07586,0,2,7586,9.0,,,
2100,S07586,0,2,7586,10.0,,,
2101,S07586,0,2,7586,11.0,,,
2102,S07586,0,2,7586,12.0,,,
2103,S07586,0,2,7586,13.0,,,
2104,S07586,0,2,7586,14.0,,,
2105,S07586,0,2,7586,15.0,,,
2106,S07586,0,2,7586,16.0,,,
2107,S07586,0,2,7586,17.0,,,
2108,S07586,0,2,7586,18.0,,,
2109,S07586,0,2,7586,19.0,,,
2110,S07586,0,2,7586,20.0,,,
2111,S07586,0,2,7586,21.0,,,
2112,S07586,0,2,7586,22.0,,,
2113,S07586,0,2,7586,23.0,,,
2114,S07586,0,2,7586,24.0,,,
2115,S07586,0,2,7586,25.0,,,
2116,S07586,0,2,7586,26.0,,,
2117,S07586,0,2,7586,27.0,,,
2118,S07586,0,2,7586,28.0,,,
2119,S07586,0,2,7586,29.0,,,
2120,S07586,0,2,7586,30.0,,,
2121,S07586,0,2,7586,31.0,,,
2122,S07586,0,2,7586,32.0,,,
2123,S07586,0,2,7586,33.0,,,
2124,S07586,0,2,7586,34.0,,,
2125,S07586,0,2,7586,35.0,,,
2126,S07586,0,2,7586,36.0,,,
2127,S07586,0,2,7586,37.0,,,
2128,S07861,1,1,7861,0.0,,,
2129,S07861,1,1,7861,1.0,,,
2130,S07861,1,1,7861,2.0,,,
2131,S07861,1,1,7861,3.0,,,
2132,S07861,1,1,7861,4.0,,,
2133,S07861,1,1,7861,5.0,,,
2134,S07861,1,1,7861,6.0,,,
2135,S07861,1,1,7861,7.0,,,
2136,S07861,1,1,7861,8.0,,,
2137,S07861,1,1,7861,9.0,,,
2138,S07861,1,1,7861,10.0,,,
2139,S07861,1,1,7861,11.0,,,
2140,S07861,1,1,7861,12.0,,,
2141,S07861,1,1,7861,13.0,,,
2142,S07861,1,1,7861,14.0,,,
2143,S07861,1,1,7861,15.0,,,
2144,S07861,1,1,7861,16.0,,,
2145,S07861,1,1,7861,17.0,,,
2146,S07861,1,1,7861,18.0,,,
2147,S07861,1,1,7861,19.0,,,
2148,S07861,1,1,7861,20.0,,,
2149,S07861,1,1,7861,21.0,,,
2150,S07861,1,1,7861,22.0,,,
2151,S07861,1,1,7861,23.0,,,
2152,S07861,1,1,7861,24.0,,,
2153,S07861,1,1,7861,25.0,,,
2154,S07861,1,1,7861,26.0,,,
2155,S07861,1,1,7861,27.0,,,
2156,S07861,1,1,7861,28.0,,,
2157,S07861,1,1,7861,29.0,,,
2158,S07861,1,1,7861,30.0,,,
2159,S07861,1,1,7861,31.0,,,
2160,S07861,1,1,7861,32.0,,,
2161,S07861,1,1,7861,33.0,,,
2162,S07861,1,1,7861,34.0,,,
2163,S07861,1,1,7861,35.0,,,
2164,S07861,1,1,7861,36.0,,,
2165,S07861,1,1,7861,37.0,,,
2166,S07876,1,1,7876,0.0,,,
2167,S07876,1,1,7876,1.0,,,
2168,S07876,1,1,7876,2.0,,,
2169,S07876,1,1,7876,3.0,,,
2170,S07876,1,1,7876,4.0,,,
2171,S07876,1,1,7876,5.0,,,
2172,S07876,1,1,7876,6.0,,,
2173,S07876,1,1,7876,7.0,,,
2174,S07876,1,1,7876,8.0,,,
2175,S07876,1,1,7876,9.0,,,
2176,S07876,1,1,7876,10.0,,,
2177,S07876,1,1,7876,11.0,,,
2178,S07876,1,1,7876,12.0,,,
2179,S07876,1,1,7876,13.0,,,
2180,S07876,1,1,7876,14.0,,,
2181,S07876,1,1,7876,15.0,,,
2182,S07876,1,1,7876,16.0,,,
2183,S07876,1,1,7876,17.0,,,
2184,S07876,1,1,7876,18.0,,,
2185,S07876,1,1,7876,19.0,,,
2186,S07876,1,1,7876,20.0,,,
2187,S07876,1,1,7876,21.0,,,
2188,S07876,1,1,7876,22.0,,,
2189,S07876,1,1,7876,23.0,,,
2190,S07876,1,1,7876,24.0,,,
2191,S07876,1,1,7876,25.0,,,
2192,S07876,1,1,7876,26.0,,,
2193,S07876,1,1,7876,27.0,,,
2194,S07876,1,1,7876,28.0,,,
2195,S07876,1,1,7876,29.0,,,
2196,S07876,1,1,7876,30.0,,,
2197,S07876,1,1,7876,31.0,,,
2198,S07876,1,1,7876,32.0,,,
2199,S07876,1,1,7876,33.0,,,
2200,S07876,1,1,7876,34.0,,,
2201,S07876,1,1,7876,35.0,,,
2202,S07876,1,1,7876,36.0,,,
2203,S07876,1,1,7876,37.0,,,
2204,S07906,0,2,7906,0.0,,,
2205,S07906,0,2,7906,1.0,,,
2206,S07906,0,2,7906,2.0,,,
2207,S07906,0,2,7906,3.0,,,
2208,S07906,0,2,7906,4.0,,,
2209,S07906,0,2,7906,5.0,,,
2210,S07906,0,2,7906,6.0,,,
2211,S07906,0,2,7906,7.0,,,
2212,S07906,0,2,7906,8.0,,,
2213,S07906,0,2,7906,9.0,,,
2214,S07906,0,2,7906,10.0,,,
2215,S07906,0,2,7906,11.0,,,
2216,S07906,0,2,7906,12.0,,,
2217,S07906,0,2,7906,13.0,,,
2218,S07906,0,2,7906,14.0,,,
2219,S07906,0,2,7906,15.0,,,
2220,S07906,0,2,7906,16.0,,,
2221,S07906,0,2,7906,17.0,,,
2222,S07906,0,2,7906,18.0,,,
2223,S07906,0,2,7906,19.0,,,
2224,S07906,0,2,7906,20.0,,,
2225,S07906,0,2,7906,21.0,,,
2226,S07906,0,2,7906,22.0,,,
2227,S07906,0,2,7906,23.0,,,
2228,S07906,0,2,7906,24.0,,,
2229,S07906,0,2,7906,25.0,,,
2230,S07906,0,2,7906,26.0,,,
2231,S07906,0,2,7906,27.0,,,
2232,S07906,0,2,7906,28.0,,,
2233,S07906,0,2,7906,29.0,,,
2234,S07906,0,2,7906,30.0,,,
2235,S07906,0,2,7906,31.0,,,
2236,S07906,0,2,7906,32.0,,,
2237,S07906,0,2,7906,33.0,,,
2238,S07906,0,2,7906,34.0,,,
2239,S07906,0,2,7906,35.0,,,
2240,S07906,0,2,7906,36.0,,,
2241,S07906,0,2,7906,37.0,,,
2242,S07953,1,1,7953,0.0,,,
2243,S07953,1,1,7953,1.0,,,
2244,S07953,1,1,7953,2.0,,,
2245,S07953,1,1,7953,3.0,,,
2246,S07953,1,1,7953,4.0,,,
2247,S07953,1,1,7953,5.0,,,
2248,S07953,1,1,7953,6.0,,,
2249,S07953,1,1,7953,7.0,,,
2250,S07953,1,1,7953,8.0,,,
2251,S07953,1,1,7953,9.0,,,
2252,S07953,1,1,7953,10.0,,,
2253,S07953,1,1,7953,11.0,,,
2254,S07953,1,1,7953,12.0,,,
2255,S07953,1,1,7953,13.0,,,
2256,S07953,1,1,7953,14.0,,,
2257,S07953,1,1,7953,15.0,,,
2258,S07953,1,1,7953,16.0,,,
2259,S07953,1,1,7953,17.0,,,
2260,S07953,1,1,7953,18.0,,,
2261,S07953,1,1,7953,19.0,,,
2262,S07953,1,1,7953,20.0,,,
2263,S07953,1,1,7953,21.0,,,
2264,S07953,1,1,7953,22.0,,,
2265,S07953,1,1,7953,23.0,,,
2266,S07953,1,1,7953,24.0,,,
2267,S07953,1,1,7953,25.0,,,
2268,S07953,1,1,7953,26.0,,,
2269,S07953,1,1,7953,27.0,,,
2270,S07953,1,1,7953,28.0,,,
2271,S07953,1,1,7953,29.0,,,
2272,S07953,1,1,7953,30.0,,,
2273,S07953,1,1,7953,31.0,,,
2274,S07953,1,1,7953,32.0,,,
2275,S07953,1,1,7953,33.0,,,
2276,S07953,1,1,7953,34.0,,,
2277,S07953,1,1,7953,35.0,,,
2278,S07953,1,1,7953,36.0,,,
2279,S07953,1,1,7953,37.0,,,
2280,S08056,1,2,8056,0.0,,,
2281,S08056,1,2,8056,1.0,,,
2282,S08056,1,2,8056,2.0,,,
2283,S08056,1,2,8056,3.0,,,
2284,S08056,1,2,8056,4.0,,,
2285,S08056,1,2,8056,5.0,,,
2286,S08056,1,2,8056,6.0,,,
2287,S08056,1,2,8056,7.0,,,
2288,S08056,1,2,8056,8.0,,,
2289,S08056,1,2,8056,9.0,,,
2290,S08056,1,2,8056,10.0,,,
2291,S08056,1,2,8056,11.0,,,
2292,S08056,1,2,8056,12.0,,,
2293,S08056,1,2,8056,13.0,,,
2294,S08056,1,2,8056,14.0,,,
2295,S08056,1,2,8056,15.0,,,
2296,S08056,1,2,8056,16.0,,,
2297,S08056,1,2,8056,17.0,,,
2298,S08056,1,2,8056,18.0,,,
2299,S08056,1,2,8056,19.0,,,
2300,S08056,1,2,8056,20.0,,,
2301,S08056,1,2,8056,21.0,,,
2302,S08056,1,2,8056,22.0,,,
2303,S08056,1,2,8056,23.0,,,
2304,S08056,1,2,8056,24.0,,,
2305,S08056,1,2,8056,25.0,,,
2306,S08056,1,2,8056,26.0,,,
2307,S08056,1,2,8056,27.0,,,
2308,S08056,1,2,8056,28.0,,,
2309,S08056,1,2,8056,29.0,,,
2310,S08056,1,2,8056,30.0,,,
2311,S08056,1,2,8056,31.0,,,
2312,S08056,1,2,8056,32.0,,,
2313,S08056,1,2,8056,33.0,,,
2314,S08056,1,2,8056,34.0,,,
2315,S08056,1,2,8056,35.0,,,
2316,S08056,1,2,8056,36.0,,,
2317,S08056,1,2,8056,37.0,,,
2318,S08247,0,2,8247,0.0,,,
2319,S08247,0,2,8247,1.0,,,
2320,S08247,0,2,8247,2.0,,,
2321,S08247,0,2,8247,3.0,,,
2322,S08247,0,2,8247,4.0,,,
2323,S08247,0,2,8247,5.0,,,
2324,S08247,0,2,8247,6.0,,,
2325,S08247,0,2,8247,7.0,,,
2326,S08247,0,2,8247,8.0,,,
2327,S08247,0,2,8247,9.0,,,
2328,S08247,0,2,8247,10.0,,,
2329,S08247,0,2,8247,11.0,,,
2330,S08247,0,2,8247,12.0,,,
2331,S08247,0,2,8247,13.0,,,
2332,S08247,0,2,8247,14.0,,,
2333,S08247,0,2,8247,15.0,,,
2334,S08247,0,2,8247,16.0,,,
2335,S08247,0,2,8247,17.0,,,
2336,S08247,0,2,8247,18.0,,,
2337,S08247,0,2,8247,19.0,,,
2338,S08247,0,2,8247,20.0,,,
2339,S08247,0,2,8247,21.0,,,
2340,S08247,0,2,8247,22.0,,,
2341,S08247,0,2,8247,23.0,,,
2342,S08247,0,2,8247,24.0,,,
2343,S08247,0,2,8247,25.0,,,
2344,S08247,0,2,8247,26.0,,,
2345,S08247,0,2,8247,27.0,,,
2346,S08247,0,2,8247,28.0,,,
2347,S08247,0,2,8247,29.0,,,
2348,S08247,0,2,8247,30.0,,,
2349,S08247,0,2,8247,31.0,,,
2350,S08247,0,2,8247,32.0,,,
2351,S08247,0,2,8247,33.0,,,
2352,S08247,0,2,8247,34.0,,,
2353,S08247,0,2,8247,35.0,,,
2354,S08247,0,2,8247,36.0,,,
2355,S08247,0,2,8247,37.0,,,
2356,S08251,0,1,8251,0.0,,,
2357,S08251,0,1,8251,1.0,,,
2358,S08251,0,1,8251,2.0,,,
2359,S08251,0,1,8251,3.0,,,
2360,S08251,0,1,8251,4.0,,,
2361,S08251,0,1,8251,5.0,,,
2362,S08251,0,1,8251,6.0,,,
2363,S08251,0,1,8251,7.0,,,
2364,S08251,0,1,8251,8.0,,,
2365,S08251,0,1,8251,9.0,,,
2366,S08251,0,1,8251,10.0,,,
2367,S08251,0,1,8251,11.0,,,
2368,S08251,0,1,8251,12.0,,,
2369,S08251,0,1,8251,13.0,,,
2370,S08251,0,1,8251,14.0,,,
2371,S08251,0,1,8251,15.0,,,
2372,S08251,0,1,8251,16.0,,,
2373,S08251,0,1,8251,17.0,,,
2374,S08251,0,1,8251,18.0,,,
2375,S08251,0,1,8251,19.0,,18728.0,201115.0
2376,S08251,0,1,8251,20.0,,,
2377,S08251,0,1,8251,21.0,,,
2378,S08251,0,1,8251,22.0,,,
2379,S08251,0,1,8251,23.0,,,
2380,S08251,0,1,8251,24.0,,,
2381,S08251,0,1,8251,25.0,,,
2382,S08251,0,1,8251,26.0,,,
2383,S08251,0,1,8251,27.0,,,
2384,S08251,0,1,8251,28.0,,,
2385,S08251,0,1,8251,29.0,,,
2386,S08251,0,1,8251,30.0,,,
2387,S08251,0,1,8251,31.0,,,
2388,S08251,0,1,8251,32.0,,,
2389,S08251,0,1,8251,33.0,,,
2390,S08251,0,1,8251,34.0,,,
2391,S08251,0,1,8251,35.0,,,
2392,S08251,0,1,8251,36.0,,,
2393,S08251,0,1,8251,37.0,,,
2394,S08735,0,2,8735,0.0,,,
2395,S08735,0,2,8735,1.0,,,
2396,S08735,0,2,8735,2.0,,,
2397,S08735,0,2,8735,3.0,,,
2398,S08735,0,2,8735,4.0,,,
2399,S08735,0,2,8735,5.0,,,
2400,S08735,0,2,8735,6.0,,,
2401,S08735,0,2,8735,7.0,,,
2402,S08735,0,2,8735,8.0,,,
2403,S08735,0,2,8735,9.0,,,
2404,S08735,0,2,8735,10.0,,,
2405,S08735,0,2,8735,11.0,,,
2406,S08735,0,2,8735,12.0,,,
2407,S08735,0,2,8735,13.0,,,
2408,S08735,0,2,8735,14.0,,,
2409,S08735,0,2,8735,15.0,,,
2410,S08735,0,2,8735,16.0,,,
2411,S08735,0,2,8735,17.0,,,
2412,S08735,0,2,8735,18.0,,,
2413,S08735,0,2,8735,19.0,,,
2414,S08735,0,2,8735,20.0,,,
2415,S08735,0,2,8735,21.0,,,
2416,S08735,0,2,8735,22.0,,,
2417,S08735,0,2,8735,23.0,,,
2418,S08735,0,2,8735,24.0,,,
2419,S08735,0,2,8735,25.0,,,
2420,S08735,0,2,8735,26.0,,,
2421,S08735,0,2,8735,27.0,,,
2422,S08735,0,2,8735,28.0,,,
2423,S08735,0,2,8735,29.0,,,
2424,S08735,0,2,8735,30.0,,,
2425,S08735,0,2,8735,31.0,,,
2426,S08735,0,2,8735,32.0,,,
2427,S08735,0,2,8735,33.0,,,
2428,S08735,0,2,8735,34.0,,,
2429,S08735,0,2,8735,35.0,,,
2430,S08735,0,2,8735,36.0,,,
2431,S08735,0,2,8735,37.0,,,
2432,S08741,1,2,8741,0.0,,,
2433,S08741,1,2,8741,1.0,,,
2434,S08741,1,2,8741,2.0,,,
2435,S08741,1,2,8741,3.0,,,
2436,S08741,1,2,8741,4.0,,,
2437,S08741,1,2,8741,5.0,,,
2438,S08741,1,2,8741,6.0,,,
2439,S08741,1,2,8741,7.0,,,
2440,S08741,1,2,8741,8.0,,,
2441,S08741,1,2,8741,9.0,,,
2442,S08741,1,2,8741,10.0,,,
2443,S08741,1,2,8741,11.0,,,
2444,S08741,1,2,8741,12.0,,,
2445,S08741,1,2,8741,13.0,,,
2446,S08741,1,2,8741,14.0,,,
2447,S08741,1,2,8741,15.0,,,
2448,S08741,1,2,8741,16.0,,,
2449,S08741,1,2,8741,17.0,,,
2450,S08741,1,2,8741,18.0,,,
2451,S08741,1,2,8741,19.0,,,
2452,S08741,1,2,8741,20.0,,,
2453,S08741,1,2,8741,21.0,,,
2454,S08741,1,2,8741,22.0,,,
2455,S08741,1,2,8741,23.0,,,
2456,S08741,1,2,8741,24.0,,,
2457,S08741,1,2,8741,25.0,,,
2458,S08741,1,2,8741,26.0,,,
2459,S08741,1,2,8741,27.0,,,
2460,S08741,1,2,8741,28.0,,,
2461,S08741,1,2,8741,29.0,,,
2462,S08741,1,2,8741,30.0,,,
2463,S08741,1,2,8741,31.0,,,
2464,S08741,1,2,8741,32.0,,,
2465,S08741,1,2,8741,33.0,,,
2466,S08741,1,2,8741,34.0,,,
2467,S08741,1,2,8741,35.0,,,
2468,S08741,1,2,8741,36.0,,,
2469,S08741,1,2,8741,37.0,,,
2470,S08842,0,1,8842,0.0,,,
2471,S08842,0,1,8842,1.0,,,
2472,S08842,0,1,8842,2.0,,,
2473,S08842,0,1,8842,3.0,,,
2474,S08842,0,1,8842,4.0,,,
2475,S08842,0,1,8842,5.0,,,
2476,S08842,0,1,8842,6.0,,,
2477,S08842,0,1,8842,7.0,,,
2478,S08842,0,1,8842,8.0,,,
2479,S08842,0,1,8842,9.0,,,
2480,S08842,0,1,8842,10.0,,,
2481,S08842,0,1,8842,11.0,1.0,18676.0,201107.0
2482,S08842,0,1,8842,12.0,,,
2483,S08842,0,1,8842,13.0,,,
2484,S08842,0,1,8842,14.0,,,
2485,S08842,0,1,8842,15.0,,,
2486,S08842,0,1,8842,16.0,,,
2487,S08842,0,1,8842,17.0,,,
2488,S08842,0,1,8842,18.0,,,
2489,S08842,0,1,8842,19.0,,,
2490,S08842,0,1,8842,20.0,,,
2491,S08842,0,1,8842,21.0,,,
2492,S08842,0,1,8842,22.0,,,
2493,S08842,0,1,8842,23.0,,,
2494,S08842,0,1,8842,24.0,,,
2495,S08842,0,1,8842,25.0,,,
2496,S08842,0,1,8842,26.0,,,
2497,S08842,0,1,8842,27.0,,,
2498,S08842,0,1,8842,28.0,,,
2499,S08842,0,1,8842,29.0,,,
2500,S08842,0,1,8842,30.0,,,
2501,S08842,0,1,8842,31.0,,,
2502,S08842,0,1,8842,32.0,,,
2503,S08842,0,1,8842,33.0,,,
2504,S08842,0,1,8842,34.0,,,
2505,S08842,0,1,8842,35.0,,,
2506,S08842,0,1,8842,36.0,,,
2507,S08842,0,1,8842,37.0,,,
2508,S09802,0,1,9802,0.0,,,
2509,S09802,0,1,9802,1.0,,,
2510,S09802,0,1,9802,2.0,,,
2511,S09802,0,1,9802,3.0,,,
2512,S09802,0,1,9802,4.0,,,
2513,S09802,0,1,9802,5.0,,,
2514,S09802,0,1,9802,6.0,,,
2515,S09802,0,1,9802,7.0,,,
2516,S09802,0,1,9802,8.0,,,
2517,S09802,0,1,9802,9.0,,,
2518,S09802,0,1,9802,10.0,,,
2519,S09802,0,1,9802,11.0,,,
2520,S09802,0,1,9802,12.0,,,
2521,S09802,0,1,9802,13.0,,,
2522,S09802,0,1,9802,14.0,,,
2523,S09802,0,1,9802,15.0,,,
2524,S09802,0,1,9802,16.0,,,
2525,S09802,0,1,9802,17.0,,,
2526,S09802,0,1,9802,18.0,,,
2527,S09802,0,1,9802,19.0,,,
2528,S09802,0,1,9802,20.0,,,
2529,S09802,0,1,9802,21.0,,,
2530,S09802,0,1,9802,22.0,,,
2531,S09802,0,1,9802,23.0,,,
2532,S09802,0,1,9802,24.0,,,
2533,S09802,0,1,9802,25.0,,,
2534,S09802,0,1,9802,26.0,,,
2535,S09802,0,1,9802,27.0,,,
2536,S09802,0,1,9802,28.0,,,
2537,S09802,0,1,9802,29.0,,,
2538,S09802,0,1,9802,30.0,,,
2539,S09802,0,1,9802,31.0,,,
2540,S09802,0,1,9802,32.0,,,
2541,S09802,0,1,9802,33.0,,,
2542,S09802,0,1,9802,34.0,,,
2543,S09802,0,1,9802,35.0,,,
2544,S09802,0,1,9802,36.0,,,
2545,S09802,0,1,9802,37.0,,,
2546,S09824,0,2,9824,0.0,,,
2547,S09824,0,2,9824,1.0,,,
2548,S09824,0,2,9824,2.0,,,
2549,S09824,0,2,9824,3.0,,,
2550,S09824,0,2,9824,4.0,,,
2551,S09824,0,2,9824,5.0,,,
2552,S09824,0,2,9824,6.0,,,
2553,S09824,0,2,9824,7.0,,,
2554,S09824,0,2,9824,8.0,,,
2555,S09824,0,2,9824,9.0,,,
2556,S09824,0,2,9824,10.0,,,
2557,S09824,0,2,9824,11.0,,,
2558,S09824,0,2,9824,12.0,,,
2559,S09824,0,2,9824,13.0,,,
2560,S09824,0,2,9824,14.0,,,
2561,S09824,0,2,9824,15.0,,,
2562,S09824,0,2,9824,16.0,,,
2563,S09824,0,2,9824,17.0,,,
2564,S09824,0,2,9824,18.0,,,
2565,S09824,0,2,9824,19.0,,,
2566,S09824,0,2,9824,20.0,,,
2567,S09824,0,2,9824,21.0,,,
2568,S09824,0,2,9824,22.0,,,
2569,S09824,0,2,9824,23.0,,,
2570,S09824,0,2,9824,24.0,,,
2571,S09824,0,2,9824,25.0,,,
2572,S09824,0,2,9824,26.0,,,
2573,S09824,0,2,9824,27.0,,,
2574,S09824,0,2,9824,28.0,,,
2575,S09824,0,2,9824,29.0,,,
2576,S09824,0,2,9824,30.0,,,
2577,S09824,0,2,9824,31.0,,,
