,basewage,grosswage,personid,wage_month,experiment_treatment,bonustotal,loggrosswage,logbasewage,logbonustotal
0,1850,1832.47,3906,201001.0,0.0,25.0,7.51342,7.522941,3.218876
1,1850,1817.47,3906,201002.0,0.0,10.0,7.505201,7.522941,2.3025851
2,1850,3878.0,3906,201003.0,0.0,2028.0,8.263075,7.522941,7.614805
3,1850,3465.79,3906,201004.0,0.0,1615.79,8.150696,7.522941,7.3875794
4,1850,2918.0,3906,201005.0,0.0,1068.0,7.978654,7.522941,6.973543
5,1850,3644.28,3906,201006.0,0.0,1794.28,8.200914,7.522941,7.492359
6,1950,2827.0,3906,201007.0,0.0,877.0,7.9469714,7.575585,6.776507
7,1950,2120.0,3906,201008.0,0.0,170.0,7.6591716,7.575585,5.1357985
8,1950,2134.91,3906,201009.0,0.0,184.91,7.6661797,7.575585,5.219869
9,1950,1950.0,3906,201010.0,0.0,0.0,7.575585,7.575585,
10,1950,1950.0,3906,201011.0,0.0,0.0,7.575585,7.575585,
11,1950,4544.28,3906,201012.0,1.0,2594.28,8.421624,7.575585,7.8610644
12,2000,4050.0,3906,201101.0,1.0,2050.0,8.306472,7.6009026,7.625595
13,2000,2666.0,3906,201102.0,1.0,666.0,7.8883343,7.6009026,6.50129
14,2000,3183.69,3906,201103.0,1.0,1183.69,8.065796,7.6009026,7.0763917
15,2000,3735.0,3906,201104.0,1.0,1735.0,8.225503,7.6009026,7.4587626
16,2000,2361.0,3906,201105.0,1.0,361.0,7.7668405,7.6009026,5.888878
17,2000,2172.41,3906,201106.0,1.0,172.41,7.6835923,7.6009026,5.149875
18,2200,3076.0,3906,201107.0,1.0,876.0,8.031385,7.696213,6.7753663
19,2200,4164.0,3906,201108.0,1.0,1964.0,8.334231,7.696213,7.5827384
20,2200,2200.0,3906,201109.0,1.0,0.0,7.696213,7.696213,
21,2200,2400.0,3906,201110.0,1.0,200.0,7.783224,7.696213,5.2983174
22,2200,3801.0,3906,201111.0,1.0,1601.0,8.243019,7.696213,7.3783836
23,2200,4373.0,3906,201112.0,1.0,2173.0,8.383204,7.696213,7.683864
24,2250,3712.0,3906,201201.0,1.0,1462.0,8.219326,7.7186856,7.2875605
25,2250,2450.0,3906,201202.0,1.0,200.0,7.8038435,7.7186856,5.2983174
26,1650,3650.76,4122,201001.0,0.0,2000.76,8.202691,7.4085307,7.6012826
27,1650,4775.52,4122,201002.0,0.0,3125.52,8.471258,7.4085307,8.047356
28,1650,4358.0,4122,201003.0,0.0,2708.0,8.379768,7.4085307,7.9039655
29,1650,4801.0,4122,201004.0,0.0,3151.0,8.47658,7.4085307,8.055475
30,1650,4045.12,4122,201005.0,0.0,2395.12,8.305266,7.4085307,7.7811885
31,1650,5497.76,4122,201006.0,0.0,3847.76,8.612096,7.4085307,8.255246
32,1800,3123.0,4122,201007.0,0.0,1323.0,8.04655,7.495542,7.1876574
33,1800,1890.0,4122,201008.0,0.0,90.0,7.544332,7.495542,4.4998097
34,1800,4725.05,4122,201009.0,0.0,2925.05,8.460633,7.495542,7.9810667
35,1800,5918.97,4122,201010.0,0.0,4118.9697,8.685918,7.495542,8.323359
36,1800,3106.0,4122,201011.0,0.0,1306.0,8.041091,7.495542,7.174724
37,1800,3209.0,4122,201012.0,1.0,1409.0,8.073714,7.495542,7.2506356
38,1900,3258.1,4122,201101.0,1.0,1358.1,8.0889,7.549609,7.213842
39,1900,4059.9,4122,201102.0,1.0,2159.9,8.308913,7.549609,7.6778173
40,1900,3947.0,4122,201103.0,1.0,2047.0,8.280711,7.549609,7.6241307
41,1900,4830.38,4122,201104.0,1.0,3010.38,8.48268,7.549609,8.009822
42,1900,5300.1,4122,201105.0,1.0,3400.1,8.575481,7.549609,8.13156
43,1900,5838.0,4122,201106.0,1.0,3938.0,8.672144,7.549609,8.278428
44,2150,4790.0,4122,201107.0,1.0,2640.0,8.474286,7.673223,7.8785343
45,2150,5819.0,4122,201108.0,1.0,3669.0,8.668883,7.673223,8.207674
46,2150,2448.0,4122,201109.0,1.0,298.0,7.8030267,7.673223,5.6970935
47,2150,7007.4,4122,201110.0,1.0,4857.4,8.854722,7.673223,8.488258
48,2150,4245.0,4122,201111.0,1.0,2095.0,8.3534975,7.673223,7.647309
49,2150,3832.0,4122,201112.0,1.0,1682.0,8.2511425,7.673223,7.4277387
50,2200,3118.0,4122,201201.0,1.0,918.0,8.044947,7.696213,6.8221974
51,2200,3910.0,4122,201202.0,1.0,1710.0,8.271293,7.696213,7.4442487
52,1700,3844.0,4448,201001.0,0.0,2144.0,8.254269,7.4383836,7.6704288
53,1700,4707.07,4448,201002.0,0.0,3007.07,8.4568205,7.4383836,8.008721
54,1700,4478.59,4448,201003.0,0.0,2778.59,8.4070635,7.4383836,7.929699
55,1700,4061.07,4448,201004.0,0.0,2361.07,8.309202,7.4383836,7.76687
56,1700,4400.07,4448,201005.0,0.0,2700.07,8.389376,7.4383836,7.901033
57,1700,4009.34,4448,201006.0,0.0,2309.34,8.296382,7.4383836,7.744717
58,1850,3981.0,4448,201007.0,0.0,2131.0,8.2892885,7.522941,7.6643467
59,1850,4119.0,4448,201008.0,0.0,2269.0,8.323366,7.522941,7.7270947
60,1850,4823.53,4448,201009.0,0.0,2973.53,8.481261,7.522941,7.997505
61,1850,5268.62,4448,201010.0,0.0,3418.62,8.569524,7.522941,8.136992
62,1850,3834.12,4448,201011.0,0.0,1984.12,8.251696,7.522941,7.592931
63,1850,4384.53,4448,201012.0,0.0,2534.53,8.385838,7.522941,7.8377633
64,1900,4791.72,4448,201101.0,0.0,2891.72,8.474645,7.549609,7.969607
65,1900,4649.45,4448,201102.0,0.0,2749.45,8.444504,7.549609,7.919156
66,1900,4276.28,4448,201103.0,0.0,2376.28,8.360839,7.549609,7.7732916
67,1900,4202.72,4448,201104.0,0.0,2302.72,8.343488,7.549609,7.741846
68,1900,4204.72,4448,201105.0,0.0,2304.72,8.343963,7.549609,7.7427144
69,1900,4302.72,4448,201106.0,0.0,2402.72,8.3670025,7.549609,7.7843566
70,2100,3124.0,4448,201107.0,0.0,1024.0,8.046869,7.6496925,6.931472
71,2100,4206.0,4448,201108.0,0.0,2106.0,8.344267,7.6496925,7.652546
72,2100,4912.38,4448,201109.0,0.0,2812.38,8.499514,7.6496925,7.9417863
73,2100,3903.38,4448,201110.0,0.0,1803.38,8.269598,7.6496925,7.497418
74,2100,3838.0,4448,201111.0,0.0,1738.0,8.252707,7.6496925,7.46049
75,2100,5008.0,4448,201112.0,0.0,2908.0,8.518792,7.6496925,7.9752207
76,2150,5617.66,4448,201201.0,0.0,3467.6602,8.633671,7.673223,8.151236
77,2150,5371.0,4448,201202.0,0.0,3221.0,8.588769,7.673223,8.077447
78,1850,4404.0,4942,201001.0,0.0,2554.0,8.390268,7.522941,7.845416
79,1850,5541.52,4942,201002.0,0.0,3691.52,8.620024,7.522941,8.213794
80,1850,3560.0,4942,201003.0,0.0,1710.0,8.177516,7.522941,7.4442487
81,1850,4287.0,4942,201004.0,0.0,2437.0,8.363342,7.522941,7.798523
82,1850,6229.0,4942,201005.0,0.0,4379.0,8.736971,7.522941,8.384576
83,1850,6349.69,4942,201006.0,0.0,4499.69,8.756162,7.522941,8.411764
84,2000,5113.0,4942,201007.0,0.0,3113.0,8.539541,7.6009026,8.043343
85,2000,6435.61,4942,201008.0,0.0,4454.0,8.769602,7.6009026,8.401558
86,2000,5738.74,4942,201009.0,0.0,3830.69,8.654995,7.6009026,8.2508
87,2000,7988.66,4942,201010.0,0.0,5988.66,8.985779,7.6009026,8.697623
88,2000,5130.0,4942,201011.0,0.0,3130.0,8.542861,7.6009026,8.048788
89,2000,3358.0,4942,201012.0,1.0,1358.0,8.119101,7.6009026,7.2137685
90,2050,2590.0,4942,201101.0,1.0,540.0,7.859413,7.625595,6.291569
91,2050,3082.76,4942,201102.0,1.0,1032.76,8.033581,7.625595,6.93999
92,2050,2550.0,4942,201103.0,1.0,500.0,7.8438487,7.625595,6.214608
93,2050,3169.0,4942,201104.0,1.0,1199.0,8.061172,7.625595,7.089243
94,2050,2546.75,4942,201105.0,1.0,591.0,7.842573,7.625595,6.381816
95,2050,3990.72,4942,201106.0,1.0,1940.72,8.291727,7.625595,7.570814
96,2300,4538.0,4942,201107.0,1.0,2238.0,8.420241,7.7406645,7.713338
97,2300,6999.0,4942,201108.0,1.0,4699.0,8.853522,7.7406645,8.455105
98,2300,4512.66,4942,201109.0,1.0,2212.66,8.414642,7.7406645,7.7019506
99,2300,7930.66,4942,201110.0,1.0,5630.66,8.978492,7.7406645,8.635982
100,2300,5436.0,4942,201111.0,1.0,3136.0,8.600799,7.7406645,8.050703
101,2300,3524.25,4942,201112.0,1.0,1330.0,8.167423,7.7406645,7.192934
102,2350,2350.0,4942,201201.0,1.0,0.0,7.762171,7.762171,
103,2350,2350.0,4942,201202.0,1.0,0.0,7.762171,7.762171,
104,2250,2076.72,5018,201001.0,0.0,0.0,7.638545,7.7186856,
105,2250,2025.0,5018,201002.0,0.0,0.0,7.613325,7.7186856,
106,2350,1447.59,5018,201007.0,0.0,70.0,7.277655,7.762171,4.248495
107,1700,3576.0,5018,201008.0,0.0,1876.0,8.182,7.4383836,7.536897
108,1700,3363.0,5018,201009.0,0.0,2463.0,8.120588,7.4383836,7.8091354
109,1700,3552.17,5018,201010.0,0.0,2652.17,8.175314,7.4383836,7.8831334
110,1700,1856.9,5018,201011.0,0.0,825.0,7.526664,7.4383836,6.7153835
111,1700,2765.0,5018,201012.0,1.0,1065.0,7.924796,7.4383836,6.9707303
112,1750,2415.0,5018,201101.0,1.0,665.0,7.7894545,7.467371,6.499787
113,1750,2569.67,5018,201102.0,1.0,819.67004,7.851533,7.467371,6.708902
114,1750,2010.0,5018,201103.0,1.0,260.0,7.60589,7.467371,5.560682
115,1750,1873.91,5018,201104.0,1.0,140.0,7.5357823,7.467371,4.9416423
116,1750,2105.95,5018,201105.0,1.0,364.0,7.652522,7.467371,5.897154
117,1750,3101.72,5018,201106.0,1.0,1351.72,8.039712,7.467371,7.209133
118,2000,4202.0,5018,201107.0,1.0,2202.0,8.343316,7.6009026,7.697121
119,2000,5225.0,5018,201108.0,1.0,3225.0,8.56121,7.6009026,8.078689
120,2000,3821.93,5018,201109.0,1.0,1821.9299,8.24851,7.6009026,7.507652
121,2000,5505.79,5018,201110.0,1.0,3505.79,8.613556,7.6009026,8.162171
122,2000,3893.0,5018,201111.0,1.0,1893.0,8.266935,7.6009026,7.545918
123,2000,2380.0,5018,201112.0,1.0,380.0,7.7748556,7.6009026,5.9401712
124,2050,3050.0,5018,201201.0,1.0,1000.0,8.022897,7.625595,6.9077554
125,2050,6050.0,5018,201202.0,1.0,4000.0,8.707813,7.625595,8.294049
126,1650,3363.59,5614,201001.0,0.0,1713.59,8.120764,7.4085307,7.446346
127,1650,3421.59,5614,201002.0,0.0,1771.59,8.13786,7.4085307,7.479633
128,1650,3904.0,5614,201003.0,0.0,2254.0,8.269757,7.4085307,7.720462
129,1650,3820.0,5614,201004.0,0.0,2170.0,8.248006,7.4085307,7.6824822
130,1650,3703.03,5614,201005.0,0.0,2053.03,8.216907,7.4085307,7.627072
131,1650,4463.59,5614,201006.0,0.0,2813.59,8.403708,7.4085307,7.9422164
132,1800,3653.0,5614,201007.0,0.0,1853.0,8.203304,7.495542,7.5245614
133,1800,3735.0,5614,201008.0,0.0,1935.0,8.225503,7.495542,7.5678625
134,1800,4370.28,5614,201009.0,0.0,2570.28,8.382583,7.495542,7.85177
135,1800,6490.34,5614,201010.0,0.0,4690.34,8.77807,7.495542,8.45326
136,1800,3396.0,5614,201011.0,0.0,1596.0,8.130354,7.495542,7.3752556
137,1800,3649.0,5614,201012.0,1.0,1849.0,8.2022085,7.495542,7.5224004
138,1850,3226.0,5614,201101.0,1.0,1376.0,8.078999,7.522941,7.226936
139,1850,3459.34,5614,201102.0,1.0,1609.34,8.148833,7.522941,7.3835793
140,1850,3494.0,5614,201103.0,1.0,1644.0,8.158802,7.522941,7.4048877
141,1850,3956.17,5614,201104.0,1.0,2106.17,8.283031,7.522941,7.6526265
142,1850,3354.0,5614,201105.0,1.0,1504.0,8.1179085,7.522941,7.3158836
143,1850,4903.17,5614,201106.0,1.0,3053.17,8.497637,7.522941,8.023935
144,2100,4607.0,5614,201107.0,1.0,2507.0,8.435332,7.6496925,7.8268423
145,2100,4905.0,5614,201108.0,1.0,2805.0,8.498011,7.6496925,7.939159
146,2100,4608.55,5614,201109.0,1.0,2508.55,8.435669,7.6496925,7.8274603
147,2100,5376.31,5614,201110.0,1.0,3276.31,8.589758,7.6496925,8.094473
148,2100,4335.0,5614,201111.0,1.0,2235.0,8.374476,7.6496925,7.7119966
149,2100,3717.0,5614,201112.0,1.0,1617.0,8.220673,7.6496925,7.388328
150,2150,4658.1,5614,201201.0,1.0,2508.1,8.4463625,7.673223,7.827281
151,2150,3927.0,5614,201202.0,1.0,1777.0,8.275631,7.673223,7.4826818
152,1650,3028.0,6278,201001.0,0.0,1378.0,8.015657,7.4085307,7.2283883
153,1650,3050.0,6278,201002.0,0.0,1400.0,8.022897,7.4085307,7.2442274
154,1650,2684.9,6278,201003.0,0.0,1034.9,7.8953986,7.4085307,6.94206
155,1650,1528.62,6278,201004.0,0.0,0.0,7.3321204,7.4085307,
156,1650,2627.07,6278,201005.0,0.0,1015.0,7.8736243,7.4085307,6.9226437
157,1650,3830.47,6278,201006.0,0.0,2180.47,8.250743,7.4085307,7.687296
158,1800,2740.9,6278,201007.0,0.0,1004.0,7.9160414,7.495542,6.9117475
159,1800,2780.0,6278,201008.0,0.0,980.0,7.9302063,7.495542,6.8875527
160,1800,3999.14,6278,201009.0,0.0,2199.1401,8.293835,7.495542,7.695822
161,1800,3339.0,6278,201010.0,0.0,1539.0,8.113426,7.495542,7.338888
162,1800,3626.0,6278,201011.0,0.0,1826.0,8.195886,7.495542,7.509883
163,1800,2369.76,6278,201012.0,0.0,607.0,7.770544,7.495542,6.408529
164,1850,3754.17,6278,201101.0,0.0,1904.17,8.230622,7.522941,7.5518017
165,1850,2920.0,6278,201102.0,0.0,1070.0,7.979339,7.522941,6.975414
166,1850,3446.0,6278,201103.0,0.0,1596.0,8.144969,7.522941,7.3752556
167,1850,2842.0,6278,201104.0,0.0,1072.0,7.9522634,7.522941,6.9772816
168,1850,3335.0,6278,201105.0,0.0,1485.0,8.112228,7.522941,7.30317
169,1850,3170.0,6278,201106.0,0.0,1320.0,8.061487,7.522941,7.185387
170,2100,4009.0,6278,201107.0,0.0,1909.0,8.296297,7.6496925,7.5543346
171,2100,3264.83,6278,201108.0,0.0,1720.0,8.090963,7.6496925,7.4500794
172,1800,3601.95,6362,201001.0,0.0,1801.95,8.189231,7.495542,7.4966245
173,1800,3454.0,6362,201002.0,0.0,1654.0,8.147288,7.495542,7.410952
174,1800,4347.0,6362,201003.0,0.0,2547.0,8.377241,7.495542,7.8426714
175,1800,4677.36,6362,201004.0,0.0,2877.36,8.450489,7.495542,7.9646287
176,1800,5227.97,6362,201005.0,0.0,3427.97,8.561778,7.495542,8.139724
177,1800,5810.14,6362,201006.0,0.0,4010.1401,8.66736,7.495542,8.296581
178,1950,3925.0,6362,201007.0,0.0,1975.0,8.275122,7.575585,7.5883236
179,1950,7096.0,6362,201008.0,0.0,5146.0,8.867287,7.575585,8.545975
180,1950,5912.95,6362,201009.0,0.0,3962.95,8.6849,7.575585,8.284744
181,1950,7146.29,6362,201010.0,0.0,5196.29,8.874349,7.575585,8.5557
182,1950,3469.0,6362,201011.0,0.0,1519.0,8.151622,7.575585,7.3258076
183,1950,2105.0,6362,201012.0,0.0,155.0,7.6520705,7.575585,5.043425
184,2000,2460.0,6362,201101.0,0.0,460.0,7.8079166,7.6009026,6.1312265
185,2000,3061.29,6362,201102.0,0.0,1061.29,8.026591,7.6009026,6.9672403
186,2000,2380.0,6362,201103.0,0.0,380.0,7.7748556,7.6009026,5.9401712
187,2000,2529.0,6362,201104.0,0.0,609.0,7.8355794,7.6009026,6.4118185
188,2000,2688.0,6362,201105.0,0.0,688.0,7.8965526,7.6009026,6.5337887
189,2000,3738.93,6362,201106.0,0.0,1738.9299,8.226555,7.6009026,7.461025
190,2250,4263.0,6362,201107.0,0.0,2013.0,8.357728,7.7186856,7.6073813
191,2250,6823.0,6362,201108.0,0.0,4573.0,8.828054,7.7186856,8.427925
192,2250,5307.34,6362,201109.0,0.0,3057.34,8.576846,7.7186856,8.025301
193,2250,5764.62,6362,201110.0,0.0,3514.62,8.659494,7.7186856,8.164687
194,2250,5995.0,6362,201111.0,0.0,3745.0,8.698681,7.7186856,8.228177
195,2250,3558.0,6362,201112.0,0.0,1308.0,8.176954,7.7186856,7.1762547
196,2300,5165.83,6362,201201.0,0.0,2865.83,8.549821,7.7406645,7.9606133
197,2300,4773.0,6362,201202.0,0.0,2473.0,8.470731,7.7406645,7.813187
198,1850,3471.55,6364,201001.0,0.0,1621.55,8.152356,7.522941,7.3911376
199,1850,4324.34,6364,201002.0,0.0,2474.34,8.372015,7.522941,7.813729
200,1850,6168.0,6364,201003.0,0.0,4318.0,8.72713,7.522941,8.370547
201,1850,4676.16,6364,201004.0,0.0,2826.16,8.4502325,7.522941,7.9466743
202,1850,7220.97,6364,201005.0,0.0,5370.97,8.884745,7.522941,8.588764
203,1850,8142.14,6364,201006.0,0.0,6292.14,9.004808,7.522941,8.747057
204,2000,6667.0,6364,201007.0,0.0,4667.0,8.804925,7.6009026,8.448272
205,2000,9100.0,6364,201008.0,0.0,7100.0,9.11603,7.6009026,8.86785
206,2000,6216.55,6364,201009.0,0.0,4216.55,8.73497,7.6009026,8.346772
207,2000,8347.29,6364,201010.0,0.0,6347.29,9.029693,7.6009026,8.755783
208,2000,4984.0,6364,201011.0,0.0,2984.0,8.5139885,7.6009026,8.00102
209,2000,3376.0,6364,201012.0,0.0,1376.0,8.124447,7.6009026,7.226936
210,2050,2709.0,6364,201101.0,0.0,659.0,7.904335,7.625595,6.4907236
211,2050,3111.29,6364,201102.0,0.0,1061.29,8.042792,7.625595,6.9672403
212,2050,2831.0,6364,201103.0,0.0,781.0,7.9483852,7.625595,6.660575
213,2050,3440.0,6364,201104.0,0.0,1390.0,8.143227,7.625595,7.237059
214,2050,3585.0,6364,201105.0,0.0,1535.0,8.184514,7.625595,7.3362856
215,2050,4083.93,6364,201106.0,0.0,2033.9299,8.314815,7.625595,7.617725
216,2300,5279.0,6364,201107.0,0.0,2979.0,8.571492,7.7406645,7.999343
217,2300,12260.0,6364,201108.0,0.0,9960.0,9.414097,7.7406645,9.206332
218,2300,6922.93,6364,201109.0,0.0,4622.93,8.842594,7.7406645,8.438784
219,2300,10745.86,6364,201110.0,0.0,8445.86,9.282276,7.7406645,9.041431
220,2300,6318.0,6364,201111.0,0.0,4018.0,8.751158,7.7406645,8.298539
221,2300,5911.0,6364,201112.0,0.0,3611.0,8.68457,7.7406645,8.19174
222,2350,6319.38,6364,201201.0,0.0,3969.38,8.751376,7.762171,8.2863655
223,2350,6759.0,6364,201202.0,0.0,4409.0,8.81863,7.762171,8.391403
224,1900,3890.45,7068,201001.0,0.0,1990.45,8.26628,7.549609,7.596116
225,1900,3998.83,7068,201002.0,0.0,2098.83,8.293757,7.549609,7.6491356
226,1900,3296.0,7068,201003.0,0.0,1396.0,8.100465,7.549609,7.2413664
227,1900,3825.69,7068,201004.0,0.0,1925.69,8.249495,7.549609,7.56304
228,1900,4881.45,7068,201005.0,0.0,2981.45,8.493197,7.549609,8.000165
229,1900,4279.0,7068,201006.0,0.0,2379.0,8.361475,7.549609,7.7744355
230,2050,4367.0,7068,201007.0,0.0,2317.0,8.381831,7.625595,7.7480288
231,2050,5660.0,7068,201008.0,0.0,3610.0,8.641179,7.625595,8.191463
232,2050,4878.0,7068,201009.0,0.0,2828.0,8.492491,7.625595,7.947325
233,2050,7232.29,7068,201010.0,0.0,5182.29,8.886311,7.625595,8.553002
234,2050,3013.0,7068,201011.0,0.0,963.0,8.010692,7.625595,6.8700533
235,2050,3050.0,7068,201012.0,0.0,1000.0,8.022897,7.625595,6.9077554
236,2100,2849.66,7068,201101.0,0.0,749.66003,7.954955,7.6496925,6.61962
237,2100,2741.55,7068,201102.0,0.0,641.55,7.916279,7.6496925,6.463887
238,2100,2505.0,7068,201103.0,0.0,405.0,7.826044,7.6496925,6.003887
239,2100,3317.66,7068,201104.0,0.0,1297.66,8.107015,7.6496925,7.168318
240,2100,3281.03,7068,201105.0,0.0,1181.03,8.095913,7.6496925,7.0741425
241,2100,3245.0,7068,201106.0,0.0,1145.0,8.08487,7.6496925,7.04316
242,2350,3870.0,7068,201107.0,0.0,1520.0,8.26101,7.762171,7.3264656
243,2350,4302.0,7068,201108.0,0.0,1952.0,8.366836,7.762171,7.5766096
244,2350,2842.07,7068,201109.0,0.0,492.07,7.952288,7.762171,6.198621
245,2350,7151.97,7068,201110.0,0.0,4801.9697,8.875143,7.762171,8.476782
246,2350,3694.0,7068,201111.0,0.0,1344.0,8.214465,7.762171,7.2034054
247,2350,3633.0,7068,201112.0,0.0,1283.0,8.197814,7.762171,7.156956
248,2400,4640.45,7068,201201.0,0.0,2240.45,8.442567,7.783224,7.714432
249,2400,3818.0,7068,201202.0,0.0,1418.0,8.247482,7.783224,7.257003
250,2300,2300.0,7076,201001.0,0.0,0.0,7.7406645,7.7406645,
251,2300,2300.0,7076,201002.0,0.0,0.0,7.7406645,7.7406645,
252,2300,2300.0,7076,201003.0,0.0,0.0,7.7406645,7.7406645,
253,2300,2122.87,7076,201004.0,0.0,0.0,7.6605244,7.7406645,
254,2300,2320.0,7076,201005.0,0.0,20.0,7.7493224,7.7406645,2.9957323
255,2300,3020.0,7076,201006.0,0.0,720.0,8.013012,7.7406645,6.5792513
256,1700,3301.24,7076,201007.0,0.0,1601.24,8.102054,7.4383836,7.378534
257,1700,2556.0,7076,201008.0,0.0,856.0,7.846199,7.4383836,6.75227
258,1700,3757.24,7076,201009.0,0.0,2057.24,8.23144,7.4383836,7.6291203
259,1700,4832.17,7076,201010.0,0.0,3132.17,8.483051,7.4383836,8.049481
260,1700,3428.0,7076,201011.0,0.0,1728.0,8.139732,7.4383836,7.45472
261,1700,3427.0,7076,201012.0,0.0,1727.0,8.139441,7.4383836,7.454141
262,1750,2970.0,7076,201101.0,0.0,1220.0,7.9963174,7.467371,7.106606
263,1750,3420.17,7076,201102.0,0.0,1670.1699,8.137445,7.467371,7.4206805
264,1750,3590.0,7076,201103.0,0.0,1840.0,8.185907,7.467371,7.517521
265,1750,4100.0,7076,201104.0,0.0,2350.0,8.318742,7.467371,7.762171
266,1750,4186.93,7076,201105.0,0.0,2436.93,8.339723,7.467371,7.7984943
267,1750,3484.97,7076,201106.0,0.0,1734.97,8.156215,7.467371,7.4587455
268,2000,4037.0,7076,201107.0,0.0,2037.0,8.303257,7.6009026,7.6192336
269,2000,4784.0,7076,201108.0,0.0,2784.0,8.473032,7.6009026,7.931644
270,2000,4134.62,7076,201109.0,0.0,2134.62,8.32715,7.6009026,7.6660438
271,2000,4740.83,7076,201110.0,0.0,2740.83,8.463967,7.6009026,7.916016
272,2000,5149.0,7076,201111.0,0.0,3149.0,8.546557,7.6009026,8.05484
273,2000,4677.0,7076,201112.0,0.0,2677.0,8.450412,7.6009026,7.8924522
274,2100,4268.0,7076,201201.0,0.0,2168.0,8.358901,7.6496925,7.6815605
275,2100,4053.0,7076,201202.0,0.0,1953.0,8.307213,7.6496925,7.5771217
276,1750,2898.0,7488,201001.0,0.0,1148.0,7.971776,7.467371,7.0457764
277,1750,3222.21,7488,201002.0,0.0,1472.21,8.077823,7.467371,7.29452
278,1750,2500.03,7488,201003.0,0.0,750.03,7.824058,7.467371,6.6201134
279,1750,2296.0,7488,201004.0,0.0,546.0,7.7389235,7.467371,6.302619
280,1750,2505.0,7488,201005.0,0.0,755.0,7.826044,7.467371,6.6267176
281,1750,2768.86,7488,201006.0,0.0,1018.86,7.926191,7.467371,6.92644
282,1900,3465.0,7488,201007.0,0.0,1565.0,8.150468,7.549609,7.355641
283,1900,3847.0,7488,201008.0,0.0,1947.0,8.255049,7.549609,7.574045
284,1900,4147.78,7488,201009.0,0.0,2247.78,8.330329,7.549609,7.7176986
285,1900,3720.55,7488,201010.0,0.0,1820.55,8.221627,7.549609,7.506894
286,1900,2786.0,7488,201011.0,0.0,886.0,7.932362,7.549609,6.786717
287,1900,3570.0,7488,201012.0,1.0,1670.0,8.180321,7.549609,7.420579
288,1950,4647.0,7488,201101.0,1.0,2697.0,8.443977,7.575585,7.899895
289,1950,3286.51,7488,201102.0,1.0,1345.48,8.097582,7.575585,7.204506
290,1950,3766.0,7488,201103.0,1.0,1816.0,8.233768,7.575585,7.5043917
291,1950,3871.0,7488,201104.0,1.0,1921.0,8.261269,7.575585,7.560601
292,1950,5183.0,7488,201105.0,1.0,3233.0,8.55314,7.575585,8.081165
293,1950,4689.99,7488,201106.0,1.0,2739.99,8.453186,7.575585,7.9157095
294,2200,5187.0,7488,201107.0,1.0,2987.0,8.553911,7.696213,8.002025
295,2200,5807.0,7488,201108.0,1.0,3607.0,8.66682,7.696213,8.190632
296,2200,5359.0,7488,201109.0,1.0,3159.0,8.586533,7.696213,8.058011
297,2200,4846.0,7488,201110.0,1.0,2646.0,8.4859085,7.696213,7.8808045
298,2200,5044.0,7488,201111.0,1.0,2844.0,8.525954,7.696213,7.9529667
299,2200,4922.0,7488,201112.0,1.0,2722.0,8.501471,7.696213,7.909122
300,2250,4332.0,7488,201201.0,1.0,2082.0,8.373785,7.7186856,7.641084
301,2250,4613.0,7488,201202.0,1.0,2363.0,8.436634,7.7186856,7.7676873
302,1700,2791.0,7720,201001.0,0.0,1091.0,7.9341555,7.4383836,6.99485
303,1700,2821.0,7720,201002.0,0.0,1121.0,7.9448466,7.4383836,7.0219765
304,1700,2696.0,7720,201003.0,0.0,996.0,7.8995247,7.4383836,6.903747
305,1700,3189.22,7720,201004.0,0.0,1489.22,8.067532,7.4383836,7.306008
306,1700,3054.17,7720,201005.0,0.0,1354.17,8.024263,7.4383836,7.210944
307,1700,3407.76,7720,201006.0,0.0,1707.76,8.13381,7.4383836,7.442938
308,1850,2899.0,7720,201007.0,0.0,1049.0,7.9721212,7.522941,6.9555926
309,1850,2835.0,7720,201008.0,0.0,985.0,7.949797,7.522941,6.8926415
310,1850,3742.34,7720,201009.0,0.0,1892.34,8.227467,7.522941,7.5455694
311,1850,2813.0,7720,201010.0,0.0,963.0,7.9420066,7.522941,6.8700533
312,1850,2735.0,7720,201011.0,0.0,885.0,7.9138865,7.522941,6.785588
313,1850,2836.0,7720,201012.0,0.0,986.0,7.95015,7.522941,6.8936563
314,1850,3977.0,7720,201101.0,0.0,2127.0,8.288283,7.522941,7.662468
315,1850,2512.0,7720,201102.0,0.0,662.0,7.8288345,7.522941,6.4952655
316,1850,3322.46,7720,201103.0,0.0,1472.46,8.10846,7.522941,7.2946897
317,1850,2879.0,7720,201104.0,0.0,1029.0,7.9651985,7.522941,6.9363427
318,1850,2942.0,7720,201105.0,0.0,1092.0,7.986845,7.522941,6.995766
319,1850,2885.0,7720,201106.0,0.0,1035.0,7.9672804,7.522941,6.942157
320,2100,3622.0,7720,201107.0,0.0,1522.0,8.194781,7.6496925,7.3277807
321,2100,4092.0,7720,201108.0,0.0,1992.0,8.316789,7.6496925,7.5968943
322,2100,3918.45,7720,201109.0,0.0,1818.45,8.273452,7.6496925,7.5057397
323,2100,3693.66,7720,201110.0,0.0,1593.66,8.214373,7.6496925,7.3737884
324,2100,3778.0,7720,201111.0,0.0,1678.0,8.23695,7.6496925,7.425358
325,2100,3739.0,7720,201112.0,0.0,1639.0,8.226574,7.6496925,7.4018416
