,basewage,grosswage,personid,wage_month,experiment_treatment,bonustotal,loggrosswage,logbasewage,logbonustotal
1149,1550,2332.17,16422,201002.0,0.0,782.17,7.7545543,7.34601,6.662072
1150,1550,1665.0,16422,201003.0,0.0,115.0,7.4175806,7.34601,4.744932
1151,1550,2398.0,16422,201004.0,0.0,848.0,7.78239,7.34601,6.742881
1152,1550,2398.0,16422,201005.0,0.0,848.0,7.78239,7.34601,6.742881
1153,1550,2418.0,16422,201006.0,0.0,868.0,7.790696,7.34601,6.7661915
1154,1700,2356.76,16422,201007.0,0.0,689.0,7.7650433,7.4383836,6.535241
1155,1700,1511.38,16422,201008.0,0.0,40.0,7.3207784,7.4383836,3.6888795
1156,1700,2625.48,16422,201009.0,0.0,925.48,7.873019,7.4383836,6.8303127
1157,1700,2437.46,16422,201010.0,0.0,757.0,7.798712,7.4383836,6.629363
1158,1700,2307.0,16422,201011.0,0.0,607.0,7.7437034,7.4383836,6.408529
1159,1700,2306.0,16422,201012.0,0.0,606.0,7.74327,7.4383836,6.40688
1160,1550,3203.66,16424,201001.0,0.0,1653.66,8.072049,7.34601,7.410746
1161,1550,3332.48,16424,201002.0,0.0,1782.48,8.111472,7.34601,7.4857607
1162,1550,2947.0,16424,201003.0,0.0,1397.0,7.988543,7.34601,7.2420826
1163,1550,3341.0,16424,201004.0,0.0,1791.0,8.114025,7.34601,7.4905295
1164,1550,3272.17,16424,201005.0,0.0,1722.17,8.093208,7.34601,7.45134
1165,1550,3438.79,16424,201006.0,0.0,1888.79,8.142875,7.34601,7.5436916
1166,1700,2797.6,16424,201007.0,0.0,1123.0,7.9365172,7.4383836,7.023759
1167,1700,2895.16,16424,201008.0,0.0,1287.0,7.9707956,7.4383836,7.160069
1168,1700,2943.73,16424,201009.0,0.0,1326.78,7.987433,7.4383836,7.1905103
1169,1700,3314.34,16424,201010.0,0.0,1614.34,8.106014,7.4383836,7.3866816
1170,1700,2614.0,16424,201011.0,0.0,914.0,7.868637,7.4383836,6.8178306
1171,1700,2620.0,16424,201012.0,0.0,920.0,7.8709297,7.4383836,6.8243737
1172,1750,3334.38,16424,201101.0,0.0,1584.38,8.112042,7.467371,7.3679485
1173,1750,3224.1,16424,201102.0,0.0,1474.1,8.078409,7.467371,7.295803
1174,1750,2809.0,16424,201103.0,0.0,1059.0,7.9405837,7.467371,6.9650803
1175,1750,2777.97,16424,201104.0,0.0,1114.0,7.929476,7.467371,7.0157123
1176,1750,2740.0,16424,201105.0,0.0,990.0,7.9157133,7.467371,6.897705
1177,1750,2466.0,16424,201106.0,0.0,716.0,7.810353,7.467371,6.5736804
1178,2000,3108.0,16424,201107.0,0.0,1108.0,8.041735,7.6009026,7.010312
1179,2000,3768.0,16424,201108.0,0.0,1768.0,8.2343,7.6009026,7.4776044
1180,2000,3748.0,16424,201109.0,0.0,1748.0,8.228977,7.6009026,7.4662275
1181,2000,3213.1,16424,201110.0,0.0,1245.28,8.074991,7.6009026,7.1271157
1182,2000,2661.91,16424,201111.0,0.0,678.0,7.8867993,7.6009026,6.5191474
1183,2000,3513.0,16424,201112.0,0.0,1513.0,8.164226,7.6009026,7.32185
1184,2050,3940.17,16424,201201.0,0.0,1890.1699,8.278979,7.625595,7.544422
1185,2050,1906.49,16424,201202.0,0.0,45.0,7.553019,7.625595,3.8066626
1186,1500,2655.03,16514,201001.0,0.0,1155.03,7.884211,7.3132205,7.051882
1187,1500,2506.62,16514,201002.0,0.0,1054.03,7.8266907,7.3132205,6.9603763
1188,1500,2199.0,16514,201003.0,0.0,699.0,7.695758,7.3132205,6.5496507
1189,1500,2298.0,16514,201004.0,0.0,798.0,7.7397943,7.3132205,6.6821084
1190,1500,2340.03,16514,201005.0,0.0,840.03,7.757919,7.3132205,6.7334375
1191,1500,2402.76,16514,201006.0,0.0,902.76,7.7843733,7.3132205,6.8054566
1192,1650,2436.31,16514,201007.0,0.0,792.0,7.7982397,7.4085307,6.6745615
1193,1650,2213.55,16514,201008.0,0.0,592.0,7.702353,7.4085307,6.383507
1194,1650,2477.3,16514,201009.0,0.0,995.14,7.8149247,7.4085307,6.9028835
1195,1650,2846.27,16514,201010.0,0.0,1279.72,7.9537644,7.4085307,7.1543965
1196,1650,2294.48,16514,201011.0,0.0,690.0,7.7382617,7.4085307,6.5366917
1197,1650,2614.0,16514,201012.0,1.0,964.0,7.868637,7.4085307,6.8710914
1198,1700,2645.0,16514,201101.0,1.0,945.0,7.8804264,7.4383836,6.851185
1199,1700,3244.14,16514,201102.0,1.0,1544.14,8.084605,7.4383836,7.342222
1200,1700,2394.0,16514,201103.0,1.0,694.0,7.7807207,7.4383836,6.542472
1201,1700,2974.17,16514,201104.0,1.0,1274.17,7.9977202,7.4383836,7.15005
1202,1700,2543.0,16514,201105.0,1.0,843.0,7.8410997,7.4383836,6.736967
1203,1700,2589.0,16514,201106.0,1.0,889.0,7.859027,7.4383836,6.790097
1204,1950,3042.0,16514,201107.0,1.0,1092.0,8.02027,7.575585,6.995766
1205,1950,3274.0,16514,201108.0,1.0,1324.0,8.093768,7.575585,7.1884127
1206,1950,3305.0,16514,201109.0,1.0,1355.0,8.103191,7.575585,7.211557
1207,1950,2752.34,16514,201110.0,1.0,802.33997,7.9202065,7.575585,6.6875324
1208,1950,3203.0,16514,201111.0,1.0,1253.0,8.071843,7.575585,7.133296
1209,1950,2997.0,16514,201112.0,1.0,1047.0,8.005367,7.575585,6.9536843
1210,2000,3519.38,16514,201201.0,1.0,1519.38,8.16604,7.6009026,7.3260574
1211,2000,2912.0,16514,201202.0,1.0,912.0,7.9765954,7.6009026,6.81564
1212,1500,3515.0,16594,201001.0,0.0,2015.0,8.164795,7.3132205,7.6083746
1213,1500,3534.0,16594,201002.0,0.0,2034.0,8.170186,7.3132205,7.6177597
1214,1500,3033.0,16594,201003.0,0.0,1533.0,8.017307,7.3132205,7.334982
1215,1500,2620.0,16594,201004.0,0.0,1120.0,7.8709297,7.3132205,7.021084
1216,1500,3745.0,16594,201005.0,0.0,2245.0,8.228177,7.3132205,7.7164607
1217,1500,3951.21,16594,201006.0,0.0,2451.21,8.281777,7.3132205,7.804337
1218,1650,3616.0,16594,201007.0,0.0,1966.0,8.193124,7.4085307,7.5837564
1219,1650,4058.0,16594,201008.0,0.0,2408.0,8.308446,7.4085307,7.786552
1220,1650,4366.47,16594,201009.0,0.0,2716.47,8.38171,7.4085307,7.9070883
1221,1650,3900.66,16594,201010.0,0.0,2250.66,8.268901,7.4085307,7.718979
1222,1650,3362.0,16594,201011.0,0.0,1712.0,8.120292,7.4085307,7.4454174
1223,1650,3504.0,16594,201012.0,0.0,1854.0,8.16166,7.4085307,7.5251007
1224,1700,3972.55,16594,201101.0,0.0,2272.55,8.287164,7.4383836,7.7286577
1225,1700,3031.0,16594,201102.0,0.0,1331.0,8.016648,7.4383836,7.193686
1226,1700,3062.0,16594,201103.0,0.0,1362.0,8.026824,7.4383836,7.2167096
1227,1700,3095.48,16594,201104.0,0.0,1395.48,8.037698,7.4383836,7.2409935
1228,1700,1564.1,16594,201105.0,0.0,0.0,7.355066,7.4383836,
1229,1700,1564.1,16594,201106.0,0.0,0.0,7.355066,7.4383836,
1230,1950,986.21,16594,201107.0,0.0,0.0,6.8938694,7.575585,
1231,1950,699.31,16594,201111.0,0.0,0.0,6.550094,7.575585,
1232,1950,1692.1,16594,201112.0,0.0,0.0,7.433726,7.575585,
1233,1950,1692.1,16594,201201.0,0.0,0.0,7.433726,7.575585,
1234,1950,1692.1,16594,201202.0,0.0,0.0,7.433726,7.575585,
1235,1600,4222.45,16596,201001.0,0.0,2622.45,8.348171,7.377759,7.8718643
1236,1600,4902.45,16596,201002.0,0.0,3302.45,8.49749,7.377759,8.10242
1237,1600,4507.41,16596,201003.0,0.0,2907.41,8.413478,7.377759,7.975018
1238,1600,5103.83,16596,201004.0,0.0,3503.83,8.537746,7.377759,8.161612
1239,1600,4688.0,16596,201005.0,0.0,3088.0,8.452762,7.377759,8.035279
1240,1600,4484.0,16596,201006.0,0.0,2884.0,8.408271,7.377759,7.9669337
1241,1750,4896.0,16596,201007.0,0.0,3146.0,8.496174,7.467371,8.053887
1242,1750,4903.0,16596,201008.0,0.0,3153.0,8.497602,7.467371,8.056109
1243,1750,4827.17,16596,201009.0,0.0,3077.17,8.482016,7.467371,8.031766
1244,1750,4669.28,16596,201010.0,0.0,2919.28,8.44876,7.467371,7.979092
1245,1750,4363.0,16596,201011.0,0.0,2613.0,8.380916,7.467371,7.868254
1246,1750,3820.0,16596,201012.0,1.0,2070.0,8.248006,7.467371,7.635304
1247,1850,4493.0,16596,201101.0,1.0,2643.0,8.410275,7.522941,7.87967
1248,1850,5089.76,16596,201102.0,1.0,3239.76,8.534986,7.522941,8.083255
1249,1850,4134.0,16596,201103.0,1.0,2284.0,8.327001,7.522941,7.7336836
1250,1850,4586.0,16596,201104.0,1.0,2736.0,8.430763,7.522941,7.9142523
1251,1850,4480.0,16596,201105.0,1.0,2630.0,8.407378,7.522941,7.874739
1252,1850,4062.45,16596,201106.0,1.0,2212.45,8.309542,7.522941,7.7018557
1253,2100,4475.0,16596,201107.0,1.0,2375.0,8.406261,7.6496925,7.772753
1254,2100,5095.0,16596,201108.0,1.0,2995.0,8.536015,7.6496925,8.0047
1255,2100,4357.0,16596,201109.0,1.0,2257.0,8.3795395,7.6496925,7.7217917
1256,2100,4425.55,16596,201110.0,1.0,2325.55,8.39515,7.6496925,7.751712
1257,2100,4199.0,16596,201111.0,1.0,2099.0,8.342602,7.6496925,7.649216
1258,2100,3822.66,16596,201112.0,1.0,1783.0,8.248702,7.6496925,7.4860525
1259,2150,4895.97,16596,201201.0,1.0,2745.97,8.496168,7.673223,7.9178896
1260,2150,4559.0,16596,201202.0,1.0,2409.0,8.424859,7.673223,7.786967
1261,1550,2843.0,17058,201001.0,0.0,1293.0,7.9526153,7.34601,7.1647205
1262,1550,2906.97,17058,201002.0,0.0,1356.97,7.9748664,7.34601,7.2130094
1263,1550,2503.0,17058,201003.0,0.0,953.0,7.8252454,7.34601,6.859615
1264,1550,2650.86,17058,201004.0,0.0,1100.86,7.8826394,7.34601,7.003847
1265,1550,2332.0,17058,201005.0,0.0,782.0,7.7544813,7.34601,6.6618547
1266,1550,2852.17,17058,201006.0,0.0,1302.17,7.9558353,7.34601,7.1717873
1267,1700,2473.0,17058,201007.0,0.0,773.0,7.813187,7.4383836,6.650279
1268,1700,2342.0,17058,201008.0,0.0,642.0,7.7587605,7.4383836,6.464588
1269,1700,2704.0,17058,201009.0,0.0,1004.0,7.9024873,7.4383836,6.9117475
1270,1700,2714.02,17058,201010.0,0.0,1126.38,7.906186,7.4383836,7.0267644
1271,1700,2810.26,17058,201011.0,0.0,1138.5901,7.9410324,7.4383836,7.037546
1272,1700,2843.81,17058,201012.0,0.0,1143.81,7.9529,7.4383836,7.04212
1273,1750,1552.87,17058,201101.0,0.0,0.0,7.3478603,7.467371,
1274,1750,1406.1,17058,201102.0,0.0,0.0,7.248575,7.467371,
1275,1750,1406.1,17058,201103.0,0.0,0.0,7.248575,7.467371,
1276,1600,3331.0,17160,201001.0,0.0,1731.0,8.111028,7.377759,7.4564548
1277,1600,3444.0,17160,201002.0,0.0,1844.0,8.144389,7.377759,7.5196924
1278,1600,3417.41,17160,201003.0,0.0,1817.41,8.136639,7.377759,7.5051675
1279,1600,3132.0,17160,201004.0,0.0,1532.0,8.049427,7.377759,7.334329
1280,1600,3143.0,17160,201005.0,0.0,1543.0,8.052933,7.377759,7.341484
1281,1600,3756.16,17160,201006.0,0.0,2156.16,8.231153,7.377759,7.676084
1282,1750,2867.0,17160,201007.0,0.0,1117.0,7.9610214,7.467371,7.0184016
1283,1750,2725.0,17160,201008.0,0.0,975.0,7.9102235,7.467371,6.8824377
1284,1750,4696.62,17160,201009.0,0.0,2946.62,8.454598,7.467371,7.9884143
1285,1750,3774.0,17160,201010.0,0.0,2024.0,8.23589,7.467371,7.612831
1286,1750,4104.0,17160,201011.0,0.0,2354.0,8.319717,7.467371,7.763871
1287,1750,4128.31,17160,201012.0,0.0,2378.31,8.3256235,7.467371,7.7741456
1288,1800,4987.72,17160,201101.0,0.0,3187.72,8.514734,7.495542,8.067061
1289,1800,3729.0,17160,201102.0,0.0,1929.0,8.223895,7.495542,7.564757
1290,1800,3380.0,17160,201103.0,0.0,1580.0,8.125631,7.495542,7.36518
1291,1800,3282.0,17160,201104.0,0.0,1562.0,8.096209,7.495542,7.353722
1292,1800,3593.0,17160,201105.0,0.0,1793.0,8.186743,7.495542,7.4916453
1293,1800,3306.0,17160,201106.0,0.0,1506.0,8.103495,7.495542,7.3172126
1294,2050,3958.0,17160,201107.0,0.0,1908.0,8.283494,7.625595,7.553811
1295,2050,4176.0,17160,201108.0,0.0,2126.0,8.33711,7.625595,7.661998
1296,2050,4050.45,17160,201109.0,0.0,2000.45,8.306583,7.625595,7.6011276
1297,2050,3210.0,17160,201110.0,0.0,1160.0,8.074026,7.625595,7.056175
1298,2050,3608.0,17160,201111.0,0.0,1558.0,8.190908,7.625595,7.351158
1299,2050,5091.0,17160,201112.0,0.0,3041.0,8.53523,7.625595,8.019941
1300,2100,6225.76,17160,201201.0,0.0,4125.76,8.736451,7.6496925,8.325006
1301,2100,4101.0,17160,201202.0,0.0,2001.0,8.318986,7.6496925,7.6014023
1302,1550,3257.0,17172,201001.0,0.0,1707.0,8.088562,7.34601,7.4424925
1303,1550,5088.86,17172,201002.0,0.0,3538.8599,8.534809,7.34601,8.17156
1304,1550,4225.0,17172,201003.0,0.0,2675.0,8.348775,7.34601,7.8917046
1305,1550,2838.76,17172,201004.0,0.0,1288.76,7.9511228,7.34601,7.1614356
1306,1550,4463.31,17172,201005.0,0.0,2913.31,8.4036455,7.34601,7.977045
1307,1550,5784.21,17172,201006.0,0.0,4234.21,8.662887,7.34601,8.350952
1308,1700,5052.0,17172,201007.0,0.0,3352.0,8.527539,7.4383836,8.117312
1309,1700,5083.0,17172,201008.0,0.0,3383.0,8.533657,7.4383836,8.126518
1310,1700,5985.24,17172,201009.0,0.0,4285.24,8.697052,7.4383836,8.362932
1311,1700,7785.03,17172,201010.0,0.0,6085.03,8.959958,7.4383836,8.713587
1312,1900,4290.59,17172,201011.0,0.0,2443.0,8.36418,7.549609,7.800982
1313,1900,2710.0,17172,201012.0,0.0,810.0,7.904704,7.549609,6.6970344
1314,1950,2580.0,17172,201101.0,0.0,630.0,7.8555446,7.575585,6.4457197
1315,1950,2841.12,17172,201102.0,0.0,891.12,7.951954,7.575585,6.792479
1316,1950,2270.0,17172,201103.0,0.0,320.0,7.7275352,7.575585,5.768321
1317,1950,2673.91,17172,201104.0,0.0,803.91003,7.891297,7.575585,6.6894875
1318,1950,2434.91,17172,201105.0,0.0,484.91,7.797665,7.575585,6.1839633
1319,1950,3309.16,17172,201106.0,0.0,1359.16,8.104449,7.575585,7.214622
1320,2200,4962.0,17172,201107.0,0.0,2762.0,8.509564,7.696213,7.9237103
1321,2200,3445.47,17172,201108.0,0.0,1468.0,8.144815,7.696213,7.291656
1322,2200,4204.0,17172,201109.0,0.0,2004.0,8.343792,7.696213,7.6029005
1323,2200,7289.86,17172,201110.0,0.0,5089.86,8.894239,7.696213,8.535006
1324,2200,5778.0,17172,201111.0,0.0,3578.0,8.661813,7.696213,8.182559
1325,2200,3834.93,17172,201112.0,0.0,1817.0,8.251906,7.696213,7.504942
1326,2250,1908.5,17172,201201.0,0.0,0.0,7.554073,7.7186856,
1327,2250,201.03,17172,201202.0,0.0,20.0,5.303454,7.7186856,2.9957323
1328,1600,4672.07,17722,201001.0,0.0,3072.07,8.449357,7.377759,8.030107
1329,1600,4740.72,17722,201002.0,0.0,3140.72,8.463944,7.377759,8.052207
1330,1600,3463.0,17722,201003.0,0.0,1863.0,8.149891,7.377759,7.5299435
1331,1600,3946.07,17722,201004.0,0.0,2346.07,8.280476,7.377759,7.760497
1332,1600,3808.07,17722,201005.0,0.0,2208.07,8.244878,7.377759,7.699874
1333,1600,4033.71,17722,201006.0,0.0,2433.71,8.302442,7.377759,7.797172
1334,1750,3777.0,17722,201007.0,0.0,2027.0,8.236686,7.467371,7.614312
1335,1750,4279.0,17722,201008.0,0.0,2529.0,8.361475,7.467371,7.8355794
1336,1750,5036.98,17722,201009.0,0.0,3286.98,8.524562,7.467371,8.097725
1337,1750,5028.98,17722,201010.0,0.0,3278.98,8.522972,7.467371,8.095287
1338,1750,4688.0,17722,201011.0,0.0,2938.0,8.452762,7.467371,7.985484
1339,1750,5144.24,17722,201012.0,1.0,3394.24,8.545633,7.467371,8.129835
1340,1850,5297.0,17722,201101.0,1.0,3447.0,8.574896,7.522941,8.14526
1341,1850,4978.81,17722,201102.0,1.0,3128.81,8.512946,7.522941,8.0484085
1342,1850,4541.33,17722,201103.0,1.0,2691.33,8.420976,7.522941,7.897791
1343,1850,4834.0,17722,201104.0,1.0,2984.0,8.48343,7.522941,8.00102
1344,1850,4078.0,17722,201105.0,1.0,2228.0,8.313362,7.522941,7.7088594
1345,1850,3971.0,17722,201106.0,1.0,2121.0,8.286774,7.522941,7.659643
1346,2100,4741.0,17722,201107.0,1.0,2641.0,8.464004,7.6496925,7.878913
1347,2100,4810.0,17722,201108.0,1.0,2710.0,8.478453,7.6496925,7.904704
1348,2100,4028.0,17722,201109.0,1.0,1928.0,8.301025,7.6496925,7.5642385
1349,2100,5393.76,17722,201110.0,1.0,3293.76,8.592998,7.6496925,8.099785
1350,2100,4257.0,17722,201111.0,1.0,2157.0,8.35632,7.6496925,7.6764736
1351,2100,4342.0,17722,201112.0,1.0,2242.0,8.37609,7.6496925,7.7151237
1352,2150,5889.59,17722,201201.0,1.0,3739.59,8.680942,7.673223,8.226731
1353,2150,4146.0,17722,201202.0,1.0,1996.0,8.329899,7.673223,7.5989003
1354,1600,3804.72,17752,201001.0,0.0,2204.72,8.243998,7.377759,7.6983557
1355,1600,3806.72,17752,201002.0,0.0,2206.72,8.244523,7.377759,7.6992626
1356,1600,3704.66,17752,201003.0,0.0,2104.66,8.217347,7.377759,7.6519094
1357,1600,3725.82,17752,201004.0,0.0,2337.31,8.2230425,7.377759,7.756756
1358,1600,3512.12,17752,201005.0,0.0,1912.12,8.163975,7.377759,7.555968
1359,1600,3001.72,17752,201006.0,0.0,1401.72,8.006941,7.377759,7.2454553
1360,1750,2993.0,17752,201007.0,0.0,1243.0,8.004031,7.467371,7.1252832
1361,1750,2914.0,17752,201008.0,0.0,1164.0,7.977282,7.467371,7.0596175
1362,1750,4477.91,17752,201009.0,0.0,2727.91,8.406912,7.467371,7.911291
1363,1750,4165.45,17752,201010.0,0.0,2415.45,8.334579,7.467371,7.789641
1364,1750,3488.0,17752,201011.0,0.0,1738.0,8.1570835,7.467371,7.46049
1365,1750,5055.66,17752,201012.0,1.0,3305.66,8.528264,7.467371,8.103392
1366,1800,3308.72,17752,201101.0,1.0,1508.72,8.104317,7.495542,7.319017
1367,1800,4142.45,17752,201102.0,1.0,2342.45,8.329042,7.495542,7.7589526
1368,1800,3348.0,17752,201103.0,1.0,1548.0,8.116118,7.495542,7.344719
1369,1800,3420.0,17752,201104.0,1.0,1620.0,8.137396,7.495542,7.3901815
1370,1800,2602.0,17752,201105.0,1.0,802.0,7.8640356,7.495542,6.6871085
1371,1800,2489.0,17752,201106.0,1.0,689.0,7.8196363,7.495542,6.535241
1372,2050,3122.0,17752,201107.0,1.0,1072.0,8.046229,7.625595,6.9772816
1373,2050,2148.67,17752,201108.0,1.0,167.0,7.672604,7.625595,5.117994
1374,2050,2746.0,17752,201109.0,1.0,696.0,7.9179006,7.625595,6.5453496
1375,2050,4049.76,17752,201110.0,1.0,1999.76,8.306413,7.625595,7.6007824
1376,2050,2737.0,17752,201111.0,1.0,687.0,7.9146175,7.625595,6.5323343
1377,2050,2737.0,17752,201112.0,1.0,687.0,7.9146175,7.625595,6.5323343
1378,2050,3872.72,17752,201201.0,1.0,1822.72,8.261712,7.625595,7.5080853
1379,2050,3644.59,17752,201202.0,1.0,1594.5901,8.200999,7.625595,7.374372
1380,3000,4308.79,17812,201001.0,0.0,1308.79,8.368412,8.006368,7.1768584
1381,3000,4336.21,17812,201002.0,0.0,1336.21,8.374756,8.006368,7.1975927
1382,3000,4100.0,17812,201003.0,0.0,1100.0,8.318742,8.006368,7.0030656
1383,3000,3910.0,17812,201004.0,0.0,910.0,8.271293,8.006368,6.8134446
1384,3000,5438.24,17812,201005.0,0.0,2438.24,8.601211,8.006368,7.7990317
1385,3000,4893.79,17812,201006.0,0.0,1893.79,8.495723,8.006368,7.546335
1386,1700,2860.0,17812,201007.0,0.0,1160.0,7.9585767,7.4383836,7.056175
1387,1700,6581.0,17812,201008.0,0.0,4881.0,8.791942,7.4383836,8.493105
1388,1700,5918.41,17812,201009.0,0.0,4218.41,8.685823,7.4383836,8.347214
1389,1700,6949.66,17812,201010.0,0.0,5249.66,8.846448,7.4383836,8.565919
1390,1700,3550.0,17812,201011.0,0.0,1850.0,8.174703,7.4383836,7.522941
1391,1700,3600.0,17812,201012.0,0.0,1900.0,8.188689,7.4383836,7.549609
1392,1700,2720.0,17812,201101.0,0.0,1020.0,7.908387,7.4383836,6.927558
1393,1800,3094.83,17812,201102.0,0.0,1294.8301,8.037488,7.495542,7.166135
1394,1800,2180.0,17812,201103.0,0.0,380.0,7.6870804,7.495542,5.9401712
1395,1800,2478.1,17812,201104.0,0.0,678.1,7.8152475,7.495542,6.5192947
1396,1800,2231.0,17812,201105.0,0.0,431.0,7.710205,7.495542,6.066108
1397,1800,2882.24,17812,201106.0,0.0,1082.24,7.966323,7.495542,6.9867883
1398,2050,5691.0,17812,201107.0,0.0,3641.0,8.646642,7.625595,8.200014
1399,2050,7390.62,17812,201108.0,0.0,5482.0,8.907967,7.625595,8.609225
1400,2050,6376.59,17812,201109.0,0.0,4326.59,8.760388,7.625595,8.372535
1401,2050,5180.46,17812,201110.0,0.0,3149.31,8.5526495,7.625595,8.054938
1402,2050,3907.0,17812,201111.0,0.0,1857.0,8.270525,7.625595,7.5267177
1403,2050,3165.0,17812,201112.0,0.0,1115.0,8.059908,7.625595,7.0166097
1404,2100,5564.48,17812,201201.0,0.0,3464.48,8.624159,7.6496925,8.150318
1405,2100,7116.0,17812,201202.0,0.0,5016.0,8.870101,7.6496925,8.520388
1406,1550,2406.55,17906,201001.0,0.0,861.0,7.7859497,7.34601,6.7580943
1407,1550,2395.74,17906,201002.0,0.0,917.0,7.7814474,7.34601,6.8211074
1408,1550,2147.55,17906,201003.0,0.0,602.0,7.672083,7.34601,6.4002576
1409,1550,2840.17,17906,201004.0,0.0,1290.17,7.951619,7.34601,7.1625295
1410,1550,2821.52,17906,201005.0,0.0,1271.52,7.945031,7.34601,7.1479683
1411,1550,3305.18,17906,201006.0,0.0,1755.1799,8.103246,7.34601,7.4703264
1412,1700,2340.0,17906,201007.0,0.0,640.0,7.7579064,7.4383836,6.461468
1413,1700,2448.66,17906,201008.0,0.0,819.0,7.803296,7.4383836,6.708084
1414,1700,1828.96,17906,201009.0,0.0,410.34,7.5115027,7.4383836,6.016986
1415,1700,1650.57,17906,201010.0,0.0,60.0,7.408876,7.4383836,4.0943446
1416,1700,2535.0,17906,201011.0,0.0,835.0,7.837949,7.4383836,6.727432
1417,1700,2720.0,17906,201012.0,1.0,1020.0,7.908387,7.4383836,6.927558
1418,1700,2599.0,17906,201101.0,1.0,899.0,7.862882,7.4383836,6.801283
1419,1700,2978.72,17906,201102.0,1.0,1278.72,7.999249,7.4383836,7.153615
1420,1700,2564.0,17906,201103.0,1.0,864.0,7.8493237,7.4383836,6.761573
1421,1700,2330.68,17906,201104.0,1.0,787.0,7.7539153,7.4383836,6.668228
1422,1700,1446.4,17906,201105.0,1.0,0.0,7.276833,7.4383836,
1423,1700,1446.4,17906,201106.0,1.0,0.0,7.276833,7.4383836,
1424,1950,1560.0,17906,201107.0,1.0,0.0,7.3524413,7.575585,
1425,1950,1560.0,17906,201108.0,1.0,0.0,7.3524413,7.575585,
1426,1950,1582.41,17906,201109.0,1.0,0.0,7.3667045,7.575585,
1427,1950,1560.0,17906,201110.0,1.0,0.0,7.3524413,7.575585,
1428,1950,1560.0,17906,201111.0,1.0,0.0,7.3524413,7.575585,
1429,1950,1560.0,17906,201112.0,1.0,0.0,7.3524413,7.575585,
1430,1950,1649.66,17906,201201.0,1.0,0.0,7.4083247,7.575585,
1431,1950,1560.0,17906,201202.0,1.0,0.0,7.3524413,7.575585,
1432,1600,2767.28,18112,201001.0,0.0,1167.28,7.92562,7.377759,7.0624313
1433,1600,3021.1,18112,201002.0,0.0,1421.1,8.013376,7.377759,7.2591863
1434,1600,2682.0,18112,201003.0,0.0,1082.0,7.894318,7.377759,6.9865665
1435,1600,2360.0,18112,201004.0,0.0,760.0,7.766417,7.377759,6.6333184
1436,1600,2969.69,18112,201005.0,0.0,1369.69,7.996213,7.377759,7.2223396
1437,1600,3388.28,18112,201006.0,0.0,1788.28,8.1280775,7.377759,7.4890094
1438,1750,2320.0,18112,201007.0,0.0,570.0,7.7493224,7.467371,6.3456364
1439,1750,2434.0,18112,201008.0,0.0,684.0,7.7972913,7.467371,6.527958
1440,1750,3133.95,18112,201009.0,0.0,1383.95,8.05005,7.467371,7.232697
1441,1750,4703.41,18112,201010.0,0.0,2953.41,8.456043,7.467371,7.9907155
1442,1750,3195.0,18112,201011.0,0.0,1445.0,8.069343,7.467371,7.2758646
1443,1750,3074.0,18112,201012.0,1.0,1324.0,8.030735,7.467371,7.1884127
1444,1750,2550.0,18112,201101.0,1.0,800.0,7.8438487,7.467371,6.684612
1445,1750,2764.41,18112,201102.0,1.0,1014.41003,7.9245825,7.467371,6.9220624
1446,1750,3084.0,18112,201103.0,1.0,1334.0,8.033982,7.467371,7.195937
1447,1750,3279.0,18112,201104.0,1.0,1529.0,8.095294,7.467371,7.3323693
1448,1750,3183.03,18112,201105.0,1.0,1433.03,8.065589,7.467371,7.267546
1449,1750,3482.52,18112,201106.0,1.0,1732.52,8.155512,7.467371,7.457332
1450,2050,4017.0,18112,201107.0,1.0,1967.0,8.29829,7.625595,7.5842648
1451,2050,4192.0,18112,201108.0,1.0,2142.0,8.340933,7.625595,7.669495
1452,2050,3875.38,18112,201109.0,1.0,1825.38,8.262399,7.625595,7.5095434
1453,2050,4783.17,18112,201110.0,1.0,2733.17,8.472858,7.625595,7.9132175
1454,2050,4037.0,18112,201111.0,1.0,1987.0,8.303257,7.625595,7.5943813
1455,2050,4038.0,18112,201112.0,1.0,1988.0,8.303505,7.625595,7.5948844
1456,2050,3938.48,18112,201201.0,1.0,1888.48,8.27855,7.625595,7.5435276
1457,2050,3637.0,18112,201202.0,1.0,1587.0,8.198915,7.625595,7.369601
1458,1550,3417.0,18494,201001.0,0.0,1867.0,8.1365185,7.34601,7.5320883
1459,1550,3740.0,18494,201002.0,0.0,2190.0,8.226841,7.34601,7.6916566
1460,1550,3540.0,18494,201003.0,0.0,1990.0,8.171882,7.34601,7.59589
1461,1550,2613.0,18494,201004.0,0.0,1063.0,7.868254,7.34601,6.9688506
1462,1550,3308.74,18494,201005.0,0.0,1830.0,8.104322,7.34601,7.512071
1463,1550,3638.28,18494,201006.0,0.0,2088.28,8.199266,7.34601,7.644096
1464,1700,2525.0,18494,201007.0,0.0,825.0,7.8339963,7.4383836,6.7153835
1465,1700,2605.0,18494,201008.0,0.0,905.0,7.865188,7.4383836,6.8079348
1466,1700,3529.31,18494,201009.0,0.0,1829.31,8.168858,7.4383836,7.511694
1467,1700,5185.48,18494,201010.0,0.0,3485.48,8.5536175,7.4383836,8.156361
1468,1700,2598.84,18494,201011.0,0.0,977.0,7.8628206,7.4383836,6.8844867
